5.914605716683446479e-01,-5.992716581155163036e-01,-1.367333964395615276e+00,2.567065054077256048e-01,1.100078304178401467e+00,-3.191157406063904745e-02,7.821056043736183960e-02,3.364574510947175856e-01
5.792973295823351521e-01,1.655857146539598368e+00,1.120188051170638799e+00,1.660704718449242945e-01,1.035349951621770265e-01,2.395676689366744994e-01,-3.840425035499802076e-01,1.871225431011451223e-01
6.067032923402176925e-01,-1.114178231833356403e+00,1.120188051170638799e+00,4.893820386473352740e-02,-7.450653773092787979e-01,2.317142346018927213e-01,-1.304112850321553219e-01,-1.635307187659382544e+00
-7.486589435297736905e-01,-1.168259458052311350e+00,-3.235212106286179667e-02,-2.913913692266760225e-01,7.801169869536451751e-01,1.484487284849593136e+00,9.177481139137662058e-01,6.511484643592923005e-01
6.055803212337789176e-01,-5.256575285758003924e-01,-5.621346659859848272e-01,-1.193258904424496114e+00,2.638162527671630841e-01,3.927945757931658455e-01,2.093289242194694422e-01,1.276530809887677531e+00
5.841264916491804016e-01,-8.553631070253842061e-01,-1.353299989695672334e+00,-1.065057947195139132e+00,5.399271859767427184e-01,3.879074136609416135e-01,-1.581432837305273953e+00,1.312939199815057467e+00
6.078356240155547985e-01,-1.101375230813498973e+00,1.120188051170638799e+00,-4.900329734996238251e-01,-4.407890641317123714e-01,-3.988407523411639510e-01,2.019008996643555653e-01,-2.163682427293127652e-01
6.139210338602559824e-01,-5.980927445777743934e-01,1.120188051170638799e+00,-2.187605300242818351e-01,3.206677669040692291e-01,-1.181315918297342060e+00,1.116607958582280125e+00,-4.641742969012724873e-01
5.973439120892806153e-01,-6.024311463966571800e-01,1.120188051170638799e+00,-1.360313267880979282e+00,9.211331512478734274e-01,-1.180362006972263789e+00,9.805163965696797046e-01,3.661340652330012657e-02
-4.514150722614079236e-01,6.246697935806025948e-01,-8.129919637475622185e-01,-1.372449402756818815e+00,6.031276235282180265e-01,-2.376134042671357027e-01,-1.347893180774733413e+00,1.022727200626041055e+00
6.182731040744287032e-01,7.404129906026916119e-01,1.120188051170638799e+00,6.118321819541295836e-01,1.082840752137945728e+00,4.502971345193314545e-01,-5.798842386741425575e-02,2.289969951800685799e-01
6.046820037808090520e-01,1.864088865068262546e+00,-6.761607104230540344e-01,7.598893744880751144e-02,4.636959631796855885e-01,-6.674223263472974788e-01,-5.516125796436839313e-01,7.794180486496569138e-01
-2.040854128953023316e+00,-2.134023913796631255e+00,1.120188051170638799e+00,3.891749618961164170e-02,-1.568252501652614983e+00,1.690435672567003611e-01,-1.181184752503427138e+00,-1.163957226293632408e+00
-2.069667000073832863e+00,1.618918314768895472e+00,-9.322807486971842472e-01,9.376127154767618377e-01,-1.492181995992353460e+00,1.296488350094328279e+00,7.135701092877827501e-01,4.338959503171577192e-01
6.212739835976833769e-01,-5.905461003431283773e-01,-5.375752102610710237e-01,-1.013901715007307747e+00,-7.750505422487847795e-01,9.647443650267810422e-02,1.443645365341749975e-01,-1.402026734357501470e+00
-1.800574417227353452e+00,1.671976475412654706e+00,-8.533396410099474139e-01,-5.849434720257556258e-02,-6.431482581978869018e-01,-1.444371754307460232e-01,-1.033141703991823590e+00,4.223986231644711875e-01
-2.052106424247095440e+00,-5.767407473691060771e-01,-8.831618372473528655e-01,1.562103887948976144e+00,-3.875601619790828289e-01,9.863887657003560516e-01,-1.200745371432814790e-01,3.021373901853833810e-01
5.954848733907278646e-01,1.488351835600278950e+00,1.120188051170638799e+00,1.262930419322174425e+00,5.068519311601995536e-01,-1.377181354666765056e+00,6.578680574459445651e-01,-3.671374682642634113e-01
6.102356441640386375e-01,9.236942711616996649e-01,1.120188051170638799e+00,-1.139955698327310279e-01,-1.050154735132752482e+00,-1.264162463536369296e+00,-2.190320283404820767e-01,-5.116839225210971787e-01
